timestamp,gx,gy,gz
1630679501060,-39.13,37.52,49.087500000000006
1630679501069,-40.337500000000006,31.430000000000003,48.42250000000001
1630679501079,-36.120000000000005,32.025000000000006,40.005
1630679501089,-27.8775,35.105000000000004,30.03
1630679501098,-22.785000000000004,39.550000000000004,24.220000000000002
1630679501108,-22.155,43.085,20.125000000000004
1630679501117,-20.527500000000003,47.0925,16.2925
1630679501127,-20.650000000000002,47.267500000000005,13.632500000000002
1630679501137,-20.615000000000002,41.1775,10.6925
1630679501146,-18.515,28.700000000000003,6.3875
1630679501156,-17.92,14.437500000000002,4.1825
1630679501165,-17.220000000000002,4.4275,1.1725
1630679501175,-16.905,2.4325,1.1025
1630679501185,-16.3975,5.617500000000001,-1.6625
1630679501194,-17.2725,10.1325,-0.6300000000000001
1630679501204,-19.32,5.3725000000000005,4.2700000000000005
1630679501213,-20.3,-3.43,4.6025
1630679501223,-19.1625,-14.245000000000001,4.0600000000000005
1630679501233,-15.400000000000002,-31.552500000000002,6.2475000000000005
1630679501242,-10.342500000000001,-54.81,8.085
1630679501252,-9.555000000000001,-71.4,9.047500000000001
1630679501261,-16.03,-59.675000000000004,2.975
1630679501271,-23.905,-27.492500000000003,-9.922500000000001
1630679501281,-26.267500000000002,-3.4475000000000002,-18.812500000000004
1630679501290,-29.050000000000004,1.4525000000000001,-14.752500000000001
1630679501300,-32.480000000000004,6.930000000000001,-5.390000000000001
1630679501309,-28.612500000000004,6.4225,1.8025000000000002
1630679501319,-12.530000000000001,-14.035000000000002,4.2525
1630679501329,7.98,-43.575,5.880000000000001
1630679501338,20.090000000000003,-50.59250000000001,-14.840000000000002
1630679501348,17.290000000000003,-42.7,-57.24250000000001
1630679468481,35.980000000000004,-37.62500000000001,-83.91250000000001
1630679468491,60.392500000000005,-28.490000000000002,-85.89000000000001
1630679468500,58.345000000000006,-17.727500000000003,-55.05500000000001
1630679468510,18.742500000000003,10.465000000000002,-36.417500000000004
1630679468520,-12.88,25.69,-45.447500000000005
1630679468529,-17.85,16.17,-38.64
1630679468539,-25.305000000000003,23.730000000000004,-21.665000000000003
1630679468548,-26.565,27.8425,-4.2700000000000005
1630679468558,-28.052500000000002,39.917500000000004,4.077500000000001
1630679468568,-25.865000000000002,43.0675,8.9425
1630679468577,-22.942500000000003,41.597500000000004,13.597500000000002
1630679468587,-21.630000000000003,35.945,11.4975
1630679468596,-20.422500000000003,29.575000000000003,7.525
1630679468606,-17.3425,24.062500000000004,4.7250000000000005
1630679468616,-12.565000000000001,21.5775,2.2925000000000004
1630679468625,-11.515,28.910000000000004,2.1700000000000004
1630679468635,-9.6425,32.620000000000005,5.022500000000001
1630679468644,-7.1225000000000005,34.002500000000005,7.385000000000001
1630679468654,-4.48,35.3325,9.152500000000002
1630679468664,-3.1675000000000004,37.55500000000001,8.435
1630679468673,-1.9600000000000002,34.3875,8.260000000000002
1630679468683,-3.8500000000000005,26.145000000000003,9.835
1630679468692,-6.282500000000001,16.135,12.3375
1630679468702,-7.630000000000001,7.805000000000001,13.580000000000002
1630679468712,-6.755000000000001,2.2225,13.580000000000002
1630679468721,-4.952500000000001,0.5075000000000001,14.017500000000002
1630679468731,-2.415,-1.5575,13.107500000000002
1630679468740,-0.665,-5.232500000000001,14.350000000000001
1630679468750,0.0,-10.832500000000001,16.695
1630679468760,0.8225000000000001,-18.76,19.2325
1630679468769,4.3925,-26.250000000000004,21.07
1630679468779,11.340000000000002,-39.0075,22.470000000000002
1630679468788,16.625,-69.89500000000001,26.740000000000002
1630679468798,18.305000000000003,-102.49750000000002,26.320000000000004
1630679468808,22.242500000000003,-85.26,5.53
1630679468817,43.8025,-45.5525,-15.680000000000001
1630679468827,68.28500000000001,-34.5275,-28.647500000000004
1630679468836,67.8125,-29.137500000000003,-21.472500000000004
1630679468846,60.4975,-17.290000000000003,2.5025000000000004
1630679468856,48.002500000000005,-40.075,30.065
1630679468865,35.227500000000006,-83.17750000000001,43.540000000000006
1630679468875,39.3575,-100.67750000000001,32.1475
1630679468884,49.157500000000006,-87.0275,-3.2375000000000003
1630679468894,42.7175,-58.83500000000001,-26.792500000000004
1630679468904,33.6175,-31.132500000000004,-18.2175
1630679468913,35.5075,-16.73,-2.8875
1630679468923,36.417500000000004,-13.440000000000001,-1.3475000000000001
1630679468932,35.385000000000005,-15.557500000000001,-1.155
1630679468942,32.690000000000005,-16.887500000000003,-0.29750000000000004
1630679468952,28.542500000000004,-16.135,0.29750000000000004
1630679468961,22.715000000000003,-11.305000000000001,4.48
1630679468971,16.992500000000003,-5.11,8.925
1630679468980,9.467500000000001,4.9,14.735000000000001
1630679468990,5.1275,10.465000000000002,15.837500000000002
1630679469000,0.6825000000000001,16.082500000000003,19.705000000000002
1630679469009,-4.585000000000001,22.242500000000003,29.277500000000003
1630679469019,-14.1225,32.585,35.0
1630679469028,-20.352500000000003,42.80500000000001,39.2
1630679469038,-21.21,49.315000000000005,41.405
1630679469048,-24.71,56.00000000000001,41.510000000000005
1630679469057,-21.455000000000002,53.6375,35.80500000000001
1630679469067,-19.425,61.30250000000001,30.415000000000003
1630679469076,-17.885,62.63250000000001,25.935000000000002
1630679469086,-19.635,64.08500000000001,22.6625
1630679469096,-24.657500000000002,60.35750000000001,19.950000000000003
1630679469105,-36.1375,49.77,16.1875
1630679469115,-57.82000000000001,41.5275,12.267500000000002
1630679469124,-92.19000000000001,49.1925,26.810000000000002
1630679469134,-98.56,54.54750000000001,79.765
1630679469144,-70.5425,22.855,55.597500000000004
1630679469153,-62.895,12.740000000000002,23.275000000000002
1630679469163,-63.50750000000001,-1.2950000000000002,20.8425
1630679469172,-58.03000000000001,-17.045,23.712500000000002
1630679469182,-49.962500000000006,-30.957500000000003,21.595000000000002
1630679469192,-37.800000000000004,-56.07000000000001,22.6275
1630679469201,-24.937500000000004,-80.15,20.8775
1630679469211,-9.870000000000001,-78.92500000000001,3.5175000000000005
1630679469220,2.9225000000000003,-55.42250000000001,-11.812500000000002
1630679469230,10.5525,-37.940000000000005,-9.1875
1630679469240,-1.225,-20.9475,-0.28
1630679469249,-24.080000000000002,-11.095,0.1925
1630679469259,-34.790000000000006,-8.540000000000001,4.515000000000001
1630679469268,-21.700000000000003,2.4325,-4.112500000000001
1630679469278,3.8675,-26.145000000000003,-7.717500000000001
1630679469288,35.962500000000006,-116.56750000000001,-4.4275
1630679469297,51.1,-158.3925,-31.395000000000003
1630679469307,43.1375,-133.75250000000003,-68.4775
1630679469316,26.0225,-84.5425,-86.94000000000001
1630679469326,7.2975,-37.940000000000005,-76.00250000000001
1630679469336,-7.682500000000001,-7.9625,-35.1925
1630679469345,-24.762500000000003,11.410000000000002,-29.19
1630679469355,-27.177500000000002,22.767500000000002,-28.35
1630679469364,-27.230000000000004,28.8225,-32.445
1630679469374,-15.295000000000002,21.8225,-32.532500000000006
1630679469384,-8.295,27.597500000000004,-26.617500000000003
1630679469393,-15.0675,47.635000000000005,-17.0625
1630679469403,-30.257500000000004,60.602500000000006,-0.10500000000000001
1630679469412,-43.487500000000004,66.55250000000001,13.2475
1630679469422,-51.572500000000005,68.32000000000001,17.150000000000002
1630679469432,-52.727500000000006,62.300000000000004,18.1825
1630679469441,-54.407500000000006,53.88250000000001,16.345000000000002
1630679469451,-55.790000000000006,49.227500000000006,13.842500000000001
1630679469460,-55.615,49.157500000000006,10.850000000000001
1630679469470,-54.3725,54.722500000000004,5.880000000000001
1630679469480,-50.68000000000001,61.285000000000004,2.1350000000000002
1630679469489,-47.355000000000004,65.275,7.472500000000001
1630679469499,-53.74250000000001,73.23750000000001,13.6675
1630679469508,-62.755,51.24,37.502500000000005
1630679469518,-84.14000000000001,32.2,62.40500000000001
1630679469528,-75.84500000000001,22.505000000000003,53.7775
1630679469537,-47.635000000000005,18.200000000000003,34.42250000000001
1630679469547,-38.097500000000004,17.01,30.817500000000003
1630679469556,-32.06,14.472500000000002,31.220000000000002
1630679469566,-25.200000000000003,6.055000000000001,29.085000000000004
1630679469576,-12.162500000000001,-8.3825,23.17
1630679469585,-1.6975000000000002,-17.430000000000003,14.63
1630679469595,6.090000000000001,-33.3025,7.700000000000001
1630679469604,13.580000000000002,-63.892500000000005,-0.49000000000000005
1630679469614,23.922500000000003,-110.96750000000002,-22.032500000000002
1630679469624,49.07000000000001,-143.85000000000002,-78.68
1630679469633,82.72250000000001,-141.41750000000002,-149.6425
1630679469643,113.995,-148.78500000000003,-146.63250000000002
1630679469652,116.70750000000001,-154.21,-107.87
1630679469662,102.00750000000001,-127.47000000000001,-70.61250000000001
1630679469672,73.64,-90.2125,-27.0725
1630679469681,30.555000000000003,-59.325,-4.8825
1630679469691,11.812500000000002,-55.352500000000006,4.0075
1630679469700,25.060000000000002,-66.81500000000001,4.1475
1630679469710,20.930000000000003,-52.20250000000001,-7.612500000000001
1630679469720,17.4475,-35.385000000000005,-19.512500000000003
1630679469729,23.992500000000003,-27.562500000000004,-25.830000000000002
1630679469739,13.7725,-12.7925,-21.105
1630679469748,0.052500000000000005,-4.025,-4.6725
1630679469758,-10.185,4.2,4.0075
1630679469768,-14.017500000000002,6.527500000000001,12.0225
1630679469777,-18.427500000000002,9.852500000000001,18.497500000000002
1630679469787,-23.642500000000002,15.435000000000002,27.1075
1630679469796,-39.865,42.4025,30.012500000000003
1630679469806,-57.190000000000005,73.25500000000001,33.635000000000005
1630679469816,-76.47500000000001,103.18,40.285000000000004
1630679469825,-75.355,104.82500000000002,54.98500000000001
1630679469835,-66.67500000000001,84.7,81.42750000000001
1630679469844,-55.370000000000005,54.862500000000004,95.39250000000001
1630679469854,-52.727500000000006,29.820000000000004,109.81250000000001
1630679469864,-53.760000000000005,11.1125,118.82500000000002
1630679469873,-51.92250000000001,14.052500000000002,109.4625
1630679469883,-40.98500000000001,24.535000000000004,97.03750000000001
1630679469892,-37.870000000000005,34.2475,83.70250000000001
1630679469902,-33.9675,39.37500000000001,67.6375
1630679469912,-27.965000000000003,39.252500000000005,60.620000000000005
1630679469921,-29.032500000000002,36.89,58.940000000000005
1630679469931,-27.755000000000003,30.152500000000003,61.407500000000006
1630679469940,-36.5925,23.135,58.39750000000001
1630679469950,-48.0375,16.065,51.1525
1630679469960,-39.34,2.2225,40.285000000000004
1630679469969,-33.53,-3.2550000000000003,34.545
1630679469979,-23.922500000000003,-5.7925,20.7375
1630679469988,-17.115000000000002,-13.160000000000002,11.9
1630679469998,-8.680000000000001,-25.1475,7.857500000000001
1630679470008,1.155,-55.3175,-6.597500000000001
1630679470017,7.5075,-78.2775,-46.5675
1630679470027,14.770000000000001,-107.1175,-95.67250000000001
1630679470036,52.78000000000001,-165.27,-151.48000000000002
1630679470046,61.96750000000001,-184.01250000000002,-92.435
1630679470056,53.58500000000001,-185.06250000000003,-36.0675
1630679470065,13.475000000000001,-65.59,-40.862500000000004
1630679470075,0.6300000000000001,15.540000000000001,-38.5525
1630679470084,11.025,25.1125,-52.0275
1630679470094,18.060000000000002,-4.1475,-79.67750000000001
1630679470104,14.840000000000002,-28.8225,-92.12
1630679470113,42.455000000000005,-89.215,-99.59250000000002
1630679470123,21.472500000000004,-33.197500000000005,-80.06250000000001
1630679470132,-2.5200000000000005,20.0025,-67.76
1630679470142,-18.200000000000003,33.11000000000001,-38.167500000000004
1630679470152,-22.925,39.0075,-26.985000000000003
1630679470161,-22.155,31.867500000000003,-18.305000000000003
1630679470171,-19.477500000000003,26.9675,-12.722500000000002
1630679470180,-17.080000000000002,27.37,-8.365
1630679470190,-10.867500000000001,26.635,-8.8025
1630679470200,-0.9625000000000001,20.7025,-10.185
1630679470209,4.83,17.622500000000002,-10.762500000000001
1630679470219,7.595000000000001,21.402500000000003,-11.06
1630679470228,3.7800000000000002,32.7425,-10.57
1630679470238,-4.025,48.05500000000001,-11.4275
1630679470248,-6.44,49.175000000000004,-9.8175
1630679470257,-8.225000000000001,49.087500000000006,-10.027500000000002
1630679470267,-8.435,45.2725,-9.047500000000001
1630679470276,-12.4425,46.725,-6.615
1630679470286,-19.39,51.730000000000004,-4.567500000000001
1630679470296,-23.957500000000003,57.01500000000001,-2.8175000000000003
1630679470305,-25.847500000000004,59.517500000000005,-1.1900000000000002
1630679470315,-22.137500000000003,54.3725,3.0450000000000004
1630679470324,-20.8075,51.32750000000001,9.905000000000001
1630679470334,-26.46,55.49250000000001,25.882500000000004
1630679470344,-37.572500000000005,69.5275,35.28
1630679470353,-44.59,46.182500000000005,56.682500000000005
1630679470363,-28.192500000000003,-10.605,83.87750000000001
1630679470372,-17.4475,-17.325000000000003,75.355
1630679470382,-0.6125,-21.840000000000003,58.362500000000004
1630679470392,5.7575,-11.5675,42.315000000000005
1630679470401,6.370000000000001,-14.455000000000002,29.522500000000004
1630679470411,-8.3125,-14.367500000000001,-8.610000000000001
1630679470420,-58.362500000000004,27.422500000000003,-132.82500000000002
1630679470430,-52.395,44.4675,-192.46500000000003
1630679470440,13.457500000000001,-56.980000000000004,-99.68
1630679470449,86.97500000000001,-162.96,-12.687500000000002
1630679470459,94.85000000000001,-117.98500000000001,-18.025000000000002
1630679470468,70.59500000000001,-42.665000000000006,-32.655
1630679470478,51.642500000000005,-31.290000000000003,-4.4625
1630679470488,40.53,-39.7775,19.635
1630679470497,26.46,-51.502500000000005,12.232500000000002
1630679470507,48.440000000000005,-93.76500000000001,-2.9575000000000005
1630679470516,70.9975,-130.27,-12.250000000000002
1630679470526,62.12500000000001,-115.745,-36.050000000000004
1630679470536,86.8875,-124.28500000000001,-31.325000000000003
1630679470545,88.025,-102.48,-34.09
1630679470555,78.89,-85.05000000000001,-23.712500000000002
1630679470564,75.16250000000001,-79.8525,-7.052500000000001
1630679470574,59.587500000000006,-51.48500000000001,-0.2625
1630679470584,43.120000000000005,-25.900000000000002,10.080000000000002
1630679470593,23.852500000000003,-8.3475,18.2525
1630679470603,7.157500000000001,3.6575,23.94
1630679470612,-8.855,21.875000000000004,27.020000000000003
1630679470622,-18.812500000000004,41.12500000000001,28.385
1630679470632,-27.422500000000003,63.56000000000001,29.295
